,index,review_1_text_sentiment,review_2_text_sentiment,review_1_sentiment,review_2_sentiment,review_1_sentiment_binary,review_2_sentiment_binary,review_2_sentiment_mean
347,347,Worst restaurant so far in SK,great place especially in summer,0.001064539,0.9999832,0.0,1.0,1.0
348,348,,,,,,,
349,349,New Place,,0.9885062,,1.0,,1.0
350,350,Terrible.,,0.0009989738,,0.0,,0.0
351,351,,,,,,,
352,352,,,,,,,
353,353,Good food,Seafood Galore,0.9709294,0.7153647,1.0,1.0,1.0
354,354,Best Italian food in Berlin,,0.99901557,,1.0,,1.0
355,355,Great sushis experience!,,0.9982205,,1.0,,1.0
356,356,Great atmosphere great service great clien...,"Good food, great service, nice atmosphere",0.999815,0.99826276,1.0,1.0,1.0
357,357,Average quality,Wonderfull place for Turkish food,0.00019481778,0.48815787,0.0,0.0,0.0
358,358,Excellent,Wonderful,0.9968779,0.98814726,1.0,1.0,1.0
359,359,Lovely food and attentive service,A gem in the Baltimore Hotel,0.99979055,0.9995677,1.0,1.0,1.0
360,360,"Quick,Easy and Tasty",For the love of fries,0.9998266,0.9598839,1.0,1.0,1.0
361,361,I had custom made Food...,Tourist Trap,0.57900596,0.000105362284,1.0,0.0,0.0
362,362,Good Beer & Food - Does what it says !!,Delicious pizzas and good beer,0.91542685,0.9999747,1.0,1.0,1.0
363,363,Fado,Low Key Local Fado,0.3836408,0.6708543,0.0,1.0,1.0
364,364,,,,,,,
365,365,Quiet and comfortable,,0.9983263,,1.0,,1.0
366,366,"Not good, not bad, nothing special","Quick, cheap and good services",0.03493896,0.9999471,0.0,1.0,1.0
367,367,"Good dinner,excellent breakfast choice",Good value,0.99949604,0.84977084,1.0,1.0,1.0
368,368,Sunday lunch on a whim,Super delish. But the staff were hovering...,0.99375725,0.9131738,1.0,1.0,1.0
369,369,,,,,,,
370,370,Amazing food,,0.9998783,,1.0,,1.0
371,371,Good food at unbeatable location.,Un Holandés en Oporto,0.99984276,0.71312356,1.0,1.0,1.0
372,372,Looking for something special?,Weird vibe,0.052180022,0.017024487,0.0,0.0,0.0
373,373,"""One of the better Mexican's"", 'Best chili ever",,0.84534824,,1.0,,1.0
374,374,Cafe Stiffchen / Luxembourg,Cafe Stiffchen,0.20743984,0.20743984,0.0,0.0,0.0
375,375,"Lebanese cuisine in Amsterdam', ""It isn't fancy but it's good.""",,0.9988098,,1.0,,1.0
376,376,Good if you like black truffle,,0.8519267,,1.0,,1.0
377,377,that is ok,Not the kind I would have expected,0.01810518,0.054277033,0.0,0.0,0.0
378,378,"""Never Say No to McDonald's"", 'Forget it",,0.029310346,,0.0,,0.0
379,379,...enjoying Daimler,,0.9471577,,1.0,,1.0
380,380,,,,,,,
381,381,Good and efficient,"Food good, service less so",0.9798718,0.57776093,1.0,1.0,1.0
382,382,,,,,,,
383,383,Nice cakes,Great finish on a shopping day,0.96425134,0.9959475,1.0,1.0,1.0
384,384,Bistro serving modern Danish food,Incredible food,0.9795582,0.999871,1.0,1.0,1.0
385,385,Quite ok chinese but nothing special,,0.010337949,,0.0,,0.0
386,386,Unexpected good food and atmosphere,Very pleasant surprise,0.99990463,0.9999777,1.0,1.0,1.0
387,387,,,,,,,
388,388,Hidden gem,👍🏻👍🏻👍🏻,0.9999927,0.3836408,1.0,0.0,1.0
389,389,Very good pizza,Good pizza spot,0.99957055,0.99931324,1.0,1.0,1.0
390,390,Very good! Nice Dinner with friends,Very Good,0.9981488,0.99850625,1.0,1.0,1.0
391,391,"Champions league final', ""Wasn't open""",,0.039892673,,0.0,,0.0
392,392,Tired and Hungry,All you can eat dinner,0.0114097595,0.9434496,0.0,1.0,0.0
393,393,Good pizza,Very very good pizza,0.9867426,0.99933493,1.0,1.0,1.0
394,394,"""Very impressed- shame it's closing on 5 Ma..."", 'Amazing fondue!",,0.99629545,,1.0,,1.0
395,395,"Excellent Asian Restaurant, City Center",Nice blend of Thai and Japanese cuisines,0.99963295,0.99927926,1.0,1.0,1.0
396,396,The wonderfull place outsite,Excellent Alfama restaurant,0.564933,0.9992101,1.0,1.0,1.0
397,397,Amazing staff great atmosphere,Great place in Laim,0.9999492,0.9995009,1.0,1.0,1.0
398,398,Early evening supper - superb,Best Pizza in Lisbon!,0.99904907,0.999859,1.0,1.0,1.0
399,399,Shameful,Safari meat on the menu,0.3836408,0.21906948,0.0,0.0,0.0
400,400,"Casual, homey restaurant",Eat like home. Very casual. Nothing posh o...,0.9996548,0.734246,1.0,1.0,1.0
401,401,,,,,,,
402,402,,,,,,,
403,403,Visit to Freshii dublin,Yum,0.5724975,0.99975204,1.0,1.0,1.0
404,404,"Great Food, great location",FOOD IS GOOD BUT NOT HYGENIC,0.9952636,0.2765523,1.0,0.0,1.0
405,405,Friendly Neighbourhood Eatery,Excellent insider tip!,0.9636109,0.9978721,1.0,1.0,1.0
406,406,Worth it!,,0.960046,,1.0,,1.0
407,407,,,,,,,
408,408,AMAZING but gutted it has now closed!,Multiple dinners,0.6088835,0.09168562,1.0,0.0,0.0
409,409,Hidden beauty / Ukrytá kráska,,0.99974775,,1.0,,1.0
410,410,,,,,,,
411,411,"Very unusual place, really enjoyed the vis...",Unique cocktails in a cosy atmosphere,0.87819785,0.9999849,1.0,1.0,1.0
412,412,Awful,Good Italian restaurant,9.902006e-05,0.9586703,0.0,1.0,0.0
413,413,Breathtaking,Best Cebiches in Paris!,0.9999319,0.99972636,1.0,1.0,1.0
414,414,Love it!,Disapponiting experiences,0.99893343,0.108888924,1.0,0.0,1.0
415,415,Nice pancakes,Very friendly,0.9236237,0.9709125,1.0,1.0,1.0
416,416,"Good dinner in Vitoria, Porto",Worst Restaurant Experience Ever!!!,0.9630258,0.0021002889,1.0,0.0,0.0
417,417,excellent kebab,Very good kebab,0.99754405,0.9979751,1.0,1.0,1.0
418,418,,,,,,,
419,419,Neighborhood Italian,,0.91807926,,1.0,,1.0
420,420,Nice Apple tart,"Tiny place, great flavor.",0.99806696,0.98137414,1.0,1.0,1.0
421,421,,,,,,,
422,422,Fantastic vegan food,Little Gem,0.99996364,0.99490786,1.0,1.0,1.0
423,423,Quick family lunch,No worth the hype!,0.92149067,0.00065612793,1.0,0.0,0.0
424,424,Wonderful food,Nice place and good food,0.9992918,0.99867904,1.0,1.0,1.0
425,425,high end Chinese fast food,Good sized portions,0.99758834,0.9783144,1.0,1.0,1.0
426,426,Great place for a bite!,Still a great place,0.99989307,0.9998851,1.0,1.0,1.0
427,427,,,,,,,
428,428,Tasty and elegant,Very good cabby recommendation!,0.99954545,0.9991976,1.0,1.0,1.0
429,429,Tastiest...!!!,Absolutely perfect.,0.9972136,0.9974619,1.0,1.0,1.0
430,430,Excellent Japanese restaurant close to Vat...,Good food,0.99946165,0.9709294,1.0,1.0,1.0
431,431,A fine dining experience,"Impressive decor, attentive wait staff",0.9885038,0.88222814,1.0,1.0,1.0
432,432,,,,,,,
433,433,Impressed,Brilliant steakhouse,0.98248386,0.9998575,1.0,1.0,1.0
434,434,Great Iranian food,Delicious lunch,0.9993328,0.9995161,1.0,1.0,1.0
435,435,Excellent food at good price,Not worth the price,0.9987737,7.060331e-05,1.0,0.0,0.0
436,436,,,,,,,
437,437,It was okay,Nothing special for brunch,0.009124249,0.017472953,0.0,0.0,0.0
438,438,Best Curry in London,Top Notch Ruby,0.9999683,0.9999988,1.0,1.0,1.0
439,439,,,,,,,
440,440,A little gem,A visit to Hemmingways bar,0.99451554,0.9430699,1.0,1.0,1.0
441,441,Super,A great alternative for brunch.,0.7742717,0.99784863,1.0,1.0,1.0
442,442,,,,,,,
443,443,Disappointing!,,7.7957426e-05,,0.0,,0.0
444,444,One of the best ice creams ever,,0.9999367,,1.0,,1.0
445,445,Dinner with friends,,0.90867335,,1.0,,1.0
446,446,Tasty Cheap Turkish Fare,Okay kebab,0.9977664,0.0037798882,1.0,0.0,1.0
447,447,A roman food walking tour stop for lunch,"Nice food, nice price, nice housewine",0.9243431,0.99654114,1.0,1.0,1.0
448,448,I recommend!,Excellent value for money,0.8966888,0.97698784,1.0,1.0,1.0
449,449,"If you are passing by, stop for a coffee a...",Italian coffee in Budapest,0.37155902,0.7053859,0.0,1.0,1.0
450,450,Loads of character!,A traditional pub away from the tourist ce...,0.9684196,0.93746364,1.0,1.0,1.0
451,451,Very tasteful Czech kitchen in a superb wo...,Excellent choice for Czech food,0.9999616,0.9978324,1.0,1.0,1.0
452,452,Good for a take away!,,0.8274969,,1.0,,1.0
453,453,Lovely restaurant,"Tasteful, cool bar",0.9925395,0.850469,1.0,1.0,1.0
454,454,,,,,,,
455,455,This Chinese take away filled my tummy whe...,,0.9897406,,1.0,,1.0
456,456,CHECK ORDER BEFORE LEAVE AS USUALLY SOMETH...,Lazy and unorganized staff,0.22951359,0.0009829998,0.0,0.0,0.0
457,457,,,,,,,
458,458,TOURISTS BEWARE! They will try and scam yo...,Great is you are hammered at night,0.0014086664,0.9863478,0.0,1.0,0.0
459,459,"Pretty decent food, quite ""cold"" atmospher...",Good quality but too scarce,0.41749856,0.13392419,0.0,0.0,0.0
460,460,Good lunch,,0.9363023,,1.0,,1.0
461,461,Delicious,"Homemade, delicious food",0.998396,0.9999721,1.0,1.0,1.0
462,462,Interesting exprimental quisine,Symphony and Harmony,0.4533967,0.44817036,0.0,0.0,0.0
463,463,Incredible staff and crepes !,Excellent crêpes bretonnes :-),0.9999945,0.9968779,1.0,1.0,1.0
464,464,Hotel...not a restaurant,"Great Hotel, great location",0.0028702617,0.99783826,0.0,1.0,1.0
465,465,Súper sympa,Very friendly,0.3836408,0.9709125,0.0,1.0,1.0
466,466,Pizzzzaaaaaaa 😍,,0.3836408,,0.0,,0.0
467,467,"Quick Bite at Lunch Time, tasty.","Delcious lunch, terrific desserts!",0.99990785,0.96532744,1.0,1.0,1.0
468,468,"Average food, yet more efficient service t...', ""Staff too busy to notice our food hadn't b...""",,0.0126615465,,0.0,,0.0
469,469,Authentic!,Great pizza and staff,0.8090702,0.9995105,1.0,1.0,1.0
470,470,Great breakfast and lunch options,Spacious and low paced,0.99841905,0.59994525,1.0,1.0,1.0
471,471,,,,,,,
472,472,,,,,,,
473,473,"First ramen ever, good choice",As like an instant noodles,0.8971863,0.5798948,1.0,1.0,1.0
474,474,Great Burger,Superb burgers,0.99906015,0.99992335,1.0,1.0,1.0
475,475,Delicious wraps,Excellent place,0.99954045,0.9996568,1.0,1.0,1.0
476,476,Rude staff,Yum yum yummy,0.0003888011,0.9999888,0.0,1.0,1.0
477,477,One of the best Italians in town!,A little italian sans chichi and absolutel...,0.99995804,0.46684828,1.0,0.0,1.0
478,478,Very pleasant.,Nice little restaurant near the Odeonsplat...,0.9999409,0.93812156,1.0,1.0,1.0
479,479,The perfect find,Fantastic place!,0.985935,0.9999616,1.0,1.0,1.0
480,480,,,,,,,
481,481,Lovely family friendly restaurant 😊,Excellent,0.9796078,0.9968779,1.0,1.0,1.0
482,482,Very good sushi place,Japanese: very good value for price,0.9993964,0.9977864,1.0,1.0,1.0
483,483,,,,,,,
484,484,Nice chi-chi place,If you want to be assured of the quality a...,0.48566952,0.020033985,0.0,0.0,0.0
485,485,EMS closed its doors and is now Bistro Car...,Mixed feelings,0.7252459,0.004073024,1.0,0.0,0.0
486,486,,,,,,,
487,487,Great burger and cocktails!,Happening at the Happenstance,0.99993604,0.3223158,1.0,0.0,1.0
488,488,Visit with friends,,0.8343209,,1.0,,1.0
489,489,,,,,,,
490,490,,,,,,,
491,491,Breakfast,Great place to call in for something for t...,0.24446288,0.9993111,0.0,1.0,1.0
492,492,Stay away,Love this place!,0.017253429,0.9999442,0.0,1.0,1.0
493,493,Not recommended,Not good at all,0.0010437965,0.0013657212,0.0,0.0,0.0
494,494,restaurant has closed,Appropriately named as the food is to die...,0.22726136,0.73607254,0.0,1.0,0.0
495,495,,,,,,,
496,496,Lunch amongst colleagues,Nice ambient,0.66214216,0.76735204,1.0,1.0,1.0
497,497,"Which came first, the chicken or the ratat...",Super-succulent chicken,0.25170952,0.9999106,0.0,1.0,1.0
498,498,A good Nepalese restaurant,Great Nepal food...,0.9806514,0.9993328,1.0,1.0,1.0
499,499,Buffet in Barcelona,,0.65588427,,1.0,,1.0
500,500,Such a wonderful experience,"Smettila di parlare. Mangiare, stupido.",0.9990742,0.732381,1.0,1.0,1.0
501,501,Bonne table pr ce nouveau resto,"Fresh, healthy French cuisine in the Marai...",0.9177642,0.99893403,1.0,1.0,1.0
502,502,Nice,,0.76735204,,1.0,,1.0
503,503,Hungry on a late evening.,Great service,0.28931928,0.99732107,0.0,1.0,1.0
504,504,so bad,We speak English - sometimes,0.006558299,0.9980078,0.0,1.0,1.0
505,505,Very satisfied,Get your liquor here!!!,0.99990153,0.9304011,1.0,1.0,1.0
506,506,BUEN SITIO PARA TOMAR ALGO CON AMIGOS,,0.9189165,,1.0,,1.0
507,507,,,,,,,
508,508,Home food away from home,Great food...,0.61181957,0.9993328,1.0,1.0,1.0
509,509,Nice and original place to eat,Lovely tapas,0.9895717,0.99753106,1.0,1.0,1.0
510,510,nice but under expectations,The best chocolate mousse!,0.460354,0.9995789,0.0,1.0,1.0
511,511,"Delicious pastries, not so nice interior",,0.96776915,,1.0,,1.0
512,512,,,,,,,
513,513,"Quite Good, but limited menu, lovely to si...",Very good,0.9242691,0.99850625,1.0,1.0,1.0
514,514,,,,,,,
515,515,Delicious Food,Yi Chan-tastic,0.9995494,0.3836408,1.0,0.0,1.0
516,516,Very Ordinary Food!,Absolutely no sense for customer comfort,0.00093850493,0.011126339,0.0,0.0,0.0
517,517,Good food and quick service,Excellent value,0.9997927,0.9986998,1.0,1.0,1.0
518,518,Simply fantastic,Been several times. Every time good,0.99996495,0.99069047,1.0,1.0,1.0
519,519,Um dos meus bares preferidos em Lisboa / O...,Friendly Staff,0.9854747,0.97658306,1.0,1.0,1.0
520,520,"Rude, slow and expensive!","Awful service, overpriced drinks",0.00014874339,9.930096e-06,0.0,0.0,0.0
521,521,,,,,,,
522,522,Great if you fancy something different,Excellent,0.98070294,0.9968779,1.0,1.0,1.0
523,523,Nice breakfast place,Very Good Choice,0.95865786,0.998696,1.0,1.0,1.0
524,524,Pre-theatre birthday dinner,Delicious Dinner,0.26010478,0.9992517,0.0,1.0,1.0
525,525,family owned extensive menu,Standby restaurant for good value French f...,0.9999119,0.4360795,1.0,0.0,1.0
526,526,Delicious food in the middle of the street,,0.9973333,,1.0,,1.0
527,527,A friend took me here.....,Truly excellent udon,0.92340344,0.99985385,1.0,1.0,1.0
528,528,,,,,,,
529,529,Lovely small and cosy brunch place with de...,"Jolly good, home baked and freshly prepare...",0.99998164,0.9999511,1.0,1.0,1.0
530,530,Good service,"What a great place, we went for Sunday lun...",0.89652705,0.9999806,1.0,1.0,1.0
531,531,Madrid,Very positive NO,0.3836408,0.9124557,0.0,1.0,1.0
532,532,Ramen super bien！,The ramen soup is nice but the noodles are...,0.97683305,0.68076897,1.0,1.0,1.0
533,533,Excellent food,,0.999701,,1.0,,1.0
534,534,Great Indian resturant!,Nice Indian place,0.9246686,0.85023594,1.0,1.0,1.0
535,535,,,,,,,
536,536,Friendly but food not nice enough,Fantastic and Authentic German cuisine,0.102430284,0.99998826,0.0,1.0,1.0
537,537,,,,,,,
538,538,Excellent food,"Homemade Meals - Great Hummus, Cakes, Coff...",0.999701,0.9999714,1.0,1.0,1.0
539,539,Decent pizza,Delicious Tasty Italian Pizza,0.91778314,0.9999663,1.0,1.0,1.0
540,540,My local favourite,"Big variety of tapas, reasonable prices",0.9953649,0.9999568,1.0,1.0,1.0
541,541,Nice sushi,Very nice,0.82813764,0.95801127,1.0,1.0,1.0
542,542,"Great place, excellent decor, slow service",Nice and Different,0.98533374,0.7882644,1.0,1.0,1.0
543,543,Nice,Good catalan cuisine,0.76735204,0.9711647,1.0,1.0,1.0
544,544,,,,,,,
545,545,Our new favourite!,New favourite curry spot!,0.999935,0.9999959,1.0,1.0,1.0
546,546,Cozy restaurant in real Italian style,"Warm, welcoming place, delicious food",0.99999905,0.99913645,1.0,1.0,1.0
547,547,Busy brasserie,Cosy place downtown Geneva,0.22111982,0.9992455,0.0,1.0,1.0
548,548,Good lunch,Outstanding New Nordic Cuisine in Trendy S...,0.9363023,0.99978817,1.0,1.0,1.0
549,549,,,,,,,
550,550,,,,,,,
551,551,,,,,,,
552,552,"Great food, relaxing place",Korean BBQ really good,0.9999976,0.9995707,1.0,1.0,1.0
553,553,Fine food in Nice atmosphere,What you expect,0.75319576,0.24437192,1.0,0.0,0.0
554,554,Nice food but bit pricey,forgotten order,0.44809085,0.01915425,0.0,0.0,0.0
555,555,Best cakes ever,,0.9996723,,1.0,,1.0
556,556,My favorite Indian restaurant,good indian cuisine,0.99948096,0.7422216,1.0,1.0,1.0
557,557,,,,,,,
558,558,Went on a recommendation and was not disap...,Dinner,0.36530173,0.7689172,0.0,1.0,1.0
559,559,Awful,,9.902006e-05,,0.0,,0.0
560,560,,,,,,,
561,561,Pretty restaurant with good rice dishes,Wonder Paella,0.9658688,0.19182518,1.0,0.0,1.0
562,562,Small and cosy local restaurant,,0.981573,,1.0,,1.0
563,563,,,,,,,
564,564,Awful,Authentic tapas,9.902006e-05,0.9884007,0.0,1.0,0.0
565,565,,,,,,,
566,566,Good reference in Oslo,Pleasantly surprised,0.78023577,0.9960967,1.0,1.0,1.0
567,567,Good Greek Food,My favorite gyros in Rome,0.657588,0.9996104,1.0,1.0,1.0
568,568,GREAT >>>>deli takeout and restaurant,Great gluten free options and exceptional...,0.9955343,0.9999989,1.0,1.0,1.0
569,569,"Great ambience, better food",Christmas Party,0.61816347,0.60286033,1.0,1.0,1.0
570,570,Good local restaurant,A REAL ITALIAN TRATTORIA!!,0.9171439,0.9529081,1.0,1.0,1.0
571,571,Exc,Good food,0.3836408,0.9709294,0.0,1.0,1.0
572,572,,,,,,,
573,573,Très très bon mais cher,Cosy little restaurant with excellent serv...,0.9223892,0.99999905,1.0,1.0,1.0
574,574,A disappointing evening,"Overall not worthy of your time, tastebuds...",0.0012444854,0.0005314946,0.0,0.0,0.0
575,575,Just the place for a relaxed afternoon tea...,Wonderful!,0.9987492,0.98814726,1.0,1.0,1.0
576,576,,,,,,,
577,577,Very good,,0.99850625,,1.0,,1.0
578,578,Good but inconsistent,Generous portions- a carnivores dream mea...,0.11461225,0.99999726,0.0,1.0,1.0
579,579,Good brasserie food at reasonable price,,0.99727494,,1.0,,1.0
580,580,Dutch Meatball & Croquettes are a must!,Nearby By breakfast - odd hours,0.9919566,0.06310782,1.0,0.0,1.0
581,581,"Amazing, well worth the price",Quick lunch before client meeting,0.99996614,0.989645,1.0,1.0,1.0
582,582,Excellent lunch - great food and friendly...,Very good / Molto buono,0.9999684,0.99850625,1.0,1.0,1.0
583,583,"Avoid this place food is bad,!",Tourist rip off place,1.2285659e-06,0.00063815713,0.0,0.0,0.0
584,584,,,,,,,
585,585,,,,,,,
586,586,,,,,,,
587,587,Great Gelato,Amazing shopping centre,0.99691796,0.9992652,1.0,1.0,1.0
588,588,Could have been better,It was just okay,0.009084165,0.0037602782,0.0,0.0,0.0
589,589,Good food,Steak with Smoke and IPA,0.9709294,0.34173834,1.0,0.0,1.0
590,590,Exellent,Team meeting,0.3836408,0.97743034,0.0,1.0,1.0
591,591,,,,,,,
592,592,,,,,,,
593,593,You have to book before coming,Best seafood salad ever,0.5217666,0.99959725,1.0,1.0,1.0
594,594,Very good,Nice food nice people,0.99850625,0.7391565,1.0,1.0,1.0
595,595,,,,,,,
596,596,Could be so good but missed on one of 3 di...,An oasis. And with good food too.,0.5197786,0.9998075,1.0,1.0,1.0
597,597,Excellent food,,0.999701,,1.0,,1.0
598,598,Good sushi,Great selection of sushis etc.,0.93825305,0.99962246,1.0,1.0,1.0
599,599,Lunch Friday,Hot and cold,0.20986989,0.06636158,0.0,0.0,0.0
600,600,Polish Fast Food - great value/price ratio,Good place,0.9999081,0.9708368,1.0,1.0,1.0
601,601,"Good food, not so good waitress",Great location and good food!!,0.485451,0.98179746,0.0,1.0,1.0
602,602,Terrible terrible rice,Having dinner with 34C and rain due to the...,9.901241e-05,0.9950813,0.0,1.0,0.0
603,603,The pub,Breathtaking,0.23450229,0.9999319,0.0,1.0,1.0
604,604,Solid place in Zurich,Cool place,0.9993559,0.95489025,1.0,1.0,1.0
605,605,,,,,,,
606,606,,,,,,,
607,607,,,,,,,
608,608,,,,,,,
609,609,No proper service or food,Really good food and nice service!,0.0035119653,0.99988747,0.0,1.0,1.0
610,610,A true local bistro loved by locals,Good quality local restaurant,0.99995196,0.85813177,1.0,1.0,1.0
611,611,Cute little spot for breakfast,Swing while you eat,0.9968179,0.7610305,1.0,1.0,1.0
612,612,Great,"Great pizza, friendly clientele",0.981614,0.998829,1.0,1.0,1.0
613,613,Worn-off wannabe Italian place with overco...,Eccentric but always good quality,0.0005123019,0.98592,0.0,1.0,0.0
614,614,Lovely little coffee shop,Perfect,0.9992856,0.98060715,1.0,1.0,1.0
615,615,Fantastic,,0.99931055,,1.0,,1.0
616,616,Really interesting wee place with great fo...,"Fantastic food, service and ambience",0.9999945,0.9999653,1.0,1.0,1.0
617,617,A Cozy restaurant Delicious Food,Impressed with this little place,0.99997365,0.8249048,1.0,1.0,1.0
618,618,"Wonderful Food, great set menus and drink",The Best,0.999885,0.9875972,1.0,1.0,1.0
619,619,Exploring the Vietnamese cuisine,warming atmousphere and food,0.46483168,0.49160314,0.0,0.0,0.0
620,620,"Greek Noms', ""Don't be fooled by the exterior - this pla...""",,0.036022723,,0.0,,0.0
621,621,"Average, but high price",Very good,0.20050249,0.99850625,0.0,1.0,1.0
622,622,Love the zucchini polpette,Kataifi heaven,0.9994004,0.9989847,1.0,1.0,1.0
623,623,,,,,,,
